process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
3052510,ZSP1,10168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,ACTEMRA,1/27/2016,B3008H13,3/1/2016,3/7/2016,3/7/2016,3/8/16 14:55,3/14/16 11:42,3/16/16 9:51,3/16/2016,ZSP1,1/1/2016,12/31/2016
3052511,ZSP1,10168750,ROACTEM 80MG/4ML 1VIAL IV ES,ACTEMRA,1/27/2016,B2045H21,3/3/2016,3/8/2016,3/8/2016,3/8/16 15:20,3/15/16 9:04,3/16/16 16:43,3/21/2016,ZSP1,1/1/2016,12/31/2016
3052512,ZSP1,10159533,AVASTIN 400MG/16ML 1VIAL PL,AVASTIN,1/27/2016,B8013H02,2/15/2016,2/16/2016,2/16/2016,2/16/16 14:23,3/3/16 8:38,3/4/16 14:57,3/7/2016,ZSP1,1/1/2016,12/31/2016
3052513,ZSP1,10159536,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN,1/27/2016,B8009H15,2/11/2016,2/15/2016,2/15/2016,2/16/16 14:44,3/1/16 8:05,3/2/16 9:57,3/2/2016,ZSP1,1/1/2016,12/31/2016
3052514,ZSP1,10169198,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA,1/27/2016,H0147H07,2/19/2016,3/2/2016,3/2/2016,3/3/16 10:17,3/4/16 15:08,3/10/16 13:17,3/10/2016,ZSP1,1/1/2016,12/31/2016
3052515,ZSP1,10159031,AVASTIN 100MG/4ML 1VIAL DE,AVASTIN,1/27/2016,B8006H33,1/31/2016,2/2/2016,2/2/2016,2/3/16 17:14,2/18/16 11:16,2/25/16 9:39,2/25/2016,ZSP1,1/1/2016,12/31/2016
3052520,ZSP1,10159252,HERCEPTI 150MG 1VILY IV PT,HERCEPTIN,1/27/2016,H4636H03,2/8/2016,2/17/2016,2/17/2016,2/18/16 10:08,2/22/16 11:15,2/22/16 16:49,2/23/2016,ZSP1,1/1/2016,12/31/2016
3052521,ZSP1,10159520,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN,1/27/2016,B8013H10,3/9/2016,3/17/2016,3/17/2016,3/18/16 9:56,3/31/16 14:43,4/5/16 12:28,4/6/2016,ZSP1,1/1/2016,12/31/2016
3052522,ZSP1,10159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN,1/27/2016,B8013H07,3/8/2016,3/16/2016,3/16/2016,3/17/16 13:16,3/31/16 7:22,3/31/16 10:23,3/31/2016,ZSP1,1/1/2016,12/31/2016
3052523,ZSP1,10159253,HERCEPTI 150MG 1VILY IV RO,HERCEPTIN,1/27/2016,H4638H05,2/16/2016,2/23/2016,2/23/2016,2/24/16 12:14,3/3/16 13:49,3/4/16 15:47,3/8/2016,ZSP1,1/1/2016,12/31/2016
3052524,ZSP1,10168739,ROACTEM 400MG/20ML 1VIAL IV PL,ACTEMRA,1/27/2016,B3008H14,3/1/2016,3/7/2016,3/7/2016,3/8/16 14:56,3/14/16 10:38,3/16/16 10:02,3/16/2016,ZSP1,1/1/2016,12/31/2016
3052525,ZSP1,10168701,ROACTEM 200MG/10ML 1VIAL IV GB-CHU,ACTEMRA,1/27/2016,B2053H19,2/29/2016,3/4/2016,3/7/2016,3/7/16 12:02,3/9/16 9:20,3/9/16 11:17,3/16/2016,ZSP1,1/1/2016,12/31/2016
3052526,ZSP1,10168749,ROACTEM 400MG/20ML 1VIAL IV SK,ACTEMRA,1/27/2016,B3008H12,3/1/2016,3/7/2016,3/7/2016,3/8/16 14:56,3/14/16 13:33,3/17/16 16:07,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052527,ZSP1,10159526,AVASTIN 400MG/16ML 1VIAL NL,AVASTIN,1/27/2016,B8013H06,3/8/2016,3/16/2016,3/16/2016,3/16/16 16:41,3/29/16 11:22,3/31/16 9:28,3/31/2016,ZSP1,1/1/2016,12/31/2016
3052528,ZSP1,10168699,ROACTEM 200MG/10ML 1VIAL IV FI,ACTEMRA,1/27/2016,B2053H17,2/29/2016,3/4/2016,3/4/2016,3/7/16 12:34,3/8/16 14:33,3/10/16 9:52,3/10/2016,ZSP1,1/1/2016,12/31/2016
3052529,ZSP1,10169191,PERJETA 420MG/14ML 1VIAL CZ,PERJETA,1/27/2016,H0147H03,2/12/2016,2/15/2016,2/15/2016,2/15/16 9:38,3/2/16 11:08,3/7/16 10:41,3/8/2016,ZSP1,1/1/2016,12/31/2016
3052530,ZSP1,10168742,ROACTEM 400MG/20ML 1VIAL IV RO,ACTEMRA,1/27/2016,B3008H15,3/3/2016,3/7/2016,3/7/2016,3/8/16 14:53,3/14/16 14:02,3/18/16 12:58,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052531,ZSP1,10168758,ROACTEM 80MG/4ML 1VIAL IV NL,ACTEMRA,1/27/2016,B2045H22,3/3/2016,3/9/2016,3/9/2016,3/10/16 15:03,3/15/16 10:06,3/16/16 16:50,3/21/2016,ZSP1,1/1/2016,12/31/2016
3052532,ZSP1,10168757,ROACTEM 80MG/4ML 1VIAL IV IT-CLIN,ACTEMRA,1/27/2016,B2045H19,3/3/2016,3/8/2016,3/8/2016,3/8/16 15:23,3/14/16 13:56,3/18/16 12:39,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052533,ZSP1,10168761,ROACTEM 80MG/4ML 1VIAL IV RO,ACTEMRA,1/27/2016,B2045H18,3/3/2016,3/8/2016,3/8/2016,3/8/16 14:45,3/14/16 12:04,3/15/16 12:46,3/15/2016,ZSP1,1/1/2016,12/31/2016
3052534,ZSP1,10169194,PERJETA 420MG/14ML 1VIAL DK-NO-IS,PERJETA,1/27/2016,H0147H04,2/19/2016,3/1/2016,3/2/2016,3/2/16 12:15,3/7/16 15:54,3/8/16 13:06,3/9/2016,ZSP1,1/1/2016,12/31/2016
3052576,ZSP1,10121706,REC 6000IU/0.3ML 4ASRG CLIN-TR,NEORECORMON,1/28/2016,H0616/01,2/23/2016,2/29/2016,3/29/2016,3/1/16 10:16,,,3/24/2016,ZSP1,1/1/2016,12/31/2016
3052577,ZSP1,10121707,REC 10000IU/0.6ML 4ASRG CLIN-TR,NEORECORMON,1/28/2016,H0637/03,2/23/2016,3/1/2016,3/1/2016,3/1/16 10:17,,,3/24/2016,ZSP1,1/1/2016,12/31/2016
3052579,ZSP1,10161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA,1/28/2016,H0575H03,3/7/2016,3/8/2016,3/10/2016,3/10/16 14:46,3/18/16 10:10,3/22/16 12:09,3/23/2016,ZSP1,1/1/2016,12/31/2016
3052582,ZSP1,10108989,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,NEORECORMON,1/28/2016,H6257H04,1/28/2016,1/29/2016,1/29/2016,1/29/16 12:39,2/10/16 9:24,2/10/16 12:35,2/10/2016,ZSP1,1/1/2016,12/31/2016
3052584,ZSP1,10120482,CER 150MCG/0.3ML + SD 3ASRG CLIN-TR,MIRCERA,1/28/2016,H0552/02,2/29/2016,3/3/2016,3/3/2016,3/4/16 10:09,,,3/29/2016,ZSP1,1/1/2016,12/31/2016
3052585,ZSP1,10161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,MIRCERA,1/28/2016,H0550H01,2/16/2016,2/18/2016,2/19/2016,2/25/16 13:40,,,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052586,ZSP1,10095641,MIRCERA 120MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,1/28/2016,H0548H26,2/18/2016,2/19/2016,2/19/2016,2/22/16 10:47,,,3/14/2016,ZSP1,1/1/2016,12/31/2016
3052590,ZSP1,10110628,RECORMON 30000IU/.6ML 4 ASRG ZA,NEORECORMON,1/28/2016,H0630H31,2/23/2016,3/3/2016,3/3/2016,3/3/16 10:28,,,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052592,ZSP1,10147693,MIRCERA 75MCG/0.3ML 3ASRG CIS,MIRCERA,1/28/2016,H0579/01,2/25/2016,3/3/2016,3/3/2016,3/4/16 9:55,,,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052593,ZSP1,10147690,MIRCERA 50MCG/0.3ML 3ASRG CIS,MIRCERA,1/28/2016,H0530/02,2/16/2016,3/3/2016,3/4/2016,3/4/16 9:55,,,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052594,ZSP1,10120478,CER 100MCG/0.3ML + SD 3ASRG CLIN-TR,MIRCERA,1/28/2016,H0578/02,3/1/2016,3/3/2016,3/3/2016,3/4/16 10:15,,,3/30/2016,ZSP1,1/1/2016,12/31/2016
3052595,ZSP1,10110667,MIRCERA 50MCG/.3ML 1 ASRG IN,MIRCERA,1/28/2016,H0530H28,3/11/2016,3/14/2016,3/14/2016,3/14/16 12:07,3/23/16 14:05,3/24/16 11:28,3/29/2016,ZSP1,1/1/2016,12/31/2016
3052596,ZSP1,10140268,MIRCERA 100MCG/0.3ML 1ASRG PE,MIRCERA,1/28/2016,H0578H16,3/11/2016,3/11/2016,3/11/2016,3/14/16 12:08,3/16/16 14:33,3/21/16 9:37,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052601,ZSP1,10120484,CER 200MCG/0.3ML + SD 3ASRG CLIN-TR,MIRCERA,1/28/2016,H0551/01,3/1/2016,3/3/2016,3/29/2016,3/4/16 10:17,,,3/29/2016,ZSP1,1/1/2016,12/31/2016
3052602,ZSP1,10147694,MIRCERA 100MCG/0.3ML 3ASRG CIS,MIRCERA,1/28/2016,H0578/01,2/22/2016,3/4/2016,3/4/2016,3/4/16 9:54,,,3/22/2016,ZSP1,1/1/2016,12/31/2016
3052603,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,1/28/2016,H0577H04,3/7/2016,3/7/2016,3/8/2016,3/8/16 14:42,3/18/16 9:48,3/21/16 11:50,3/22/2016,ZSP1,1/1/2016,12/31/2016
